k x y F u v cell
782600 512.284321427 512.936306596 0.00104554315165 512.0 513.0 525824.0
782600 496.126614451 514.342893958 0.000999556603992 496.0 514.0 526832.0
782601 496.176586509 514.094365239 0.00104828960816 496.0 514.0 526832.0
782601 512.615382075 512.403425574 0.00101625094591 513.0 512.0 524801.0
782602 870.505213618 727.153616309 9.78109125389e-06 871.0 727.0 745319.0
782602 496.240854621 514.087366223 0.00103757026324 496.0 514.0 526832.0
782602 512.599811673 512.82504046 0.00106205249586 513.0 513.0 525825.0
782602 43.1399241686 579.279294848 2.82577169646e-05 43.0 579.0 592939.0
782603 496.981206298 514.344756246 0.00101271976736 497.0 514.0 526833.0
782603 512.987662911 512.988754392 0.0010237249426 513.0 513.0 525825.0
782603 405.230137467 363.512828469 4.00559982319e-06 405.0 364.0 373141.0
782604 505.797722459 363.819179893 7.21766980547e-06 506.0 364.0 373242.0
782604 496.542789102 514.024115205 0.000950153779699 497.0 514.0 526833.0
782604 41.8745332956 236.141725659 2.79763856261e-06 42.0 236.0 241706.0
782604 512.836506009 512.149345756 0.000982672256137 513.0 512.0 524801.0
782605 341.712909341 573.174878716 7.36870249179e-06 342.0 573.0 587094.0
782605 496.473453641 514.340319037 0.000982961706687 496.0 514.0 526832.0
782605 512.971733212 512.350235581 0.000984036630841 513.0 512.0 524801.0
782605 66.5744532347 860.3576473 1.69763511743e-05 67.0 860.0 880707.0
782606 194.127809167 75.4280613661 1.58342214112e-05 194.0 75.0 76994.0
782606 512.418128371 512.490395665 0.00103405075234 512.0 512.0 524800.0
782606 496.086420417 514.418608069 0.00100446990072 496.0 514.0 526832.0
782607 304.365275502 627.161730647 2.54253547587e-05 304.0 627.0 642352.0
782607 496.19423902 514.760521054 0.00102794003878 496.0 515.0 527856.0
782607 512.934455991 512.835969806 0.00104125572013 513.0 513.0 525825.0
782608 512.150200486 512.447755694 0.00105007568965 512.0 512.0 524800.0
782608 496.012031674 514.235128999 0.00105474373396 496.0 514.0 526832.0
782609 590.742886662 360.937077403 1.61860315707e-05 591.0 361.0 370255.0
782609 512.843282819 512.588981271 0.0010493751149 513.0 513.0 525825.0
782609 496.367221236 514.520061374 0.00101895283744 496.0 515.0 527856.0
782610 512.925780416 512.629100919 0.00100016236571 513.0 513.0 525825.0
782610 272.613057256 355.601137042 3.29786605507e-06 273.0 356.0 364817.0
782610 496.765535951 514.548353076 0.000996878365212 497.0 515.0 527857.0
782610 182.346860528 189.994634032 1.82696887723e-05 182.0 190.0 194742.0
782611 496.323570371 514.76810658 0.00098407474628 496.0 515.0 527856.0
782611 512.630073667 512.870274663 0.00103066616942 513.0 513.0 525825.0
782611 61.8152128458 74.1236633062 5.84349444464e-06 62.0 74.0 75838.0
782611 10.8974577188 738.743861556 2.18309588678e-05 11.0 739.0 756747.0
782612 512.378598332 512.73262918 0.000997819795845 512.0 513.0 525824.0
782612 496.287137151 514.261003375 0.000995495325393 496.0 514.0 526832.0
782612 608.858428121 52.050865531 2.99638967464e-05 609.0 52.0 53857.0
782613 59.1199928522 208.381522298 9.82483746346e-07 59.0 208.0 213051.0
782613 233.37525475 131.594879508 3.95982263326e-06 233.0 132.0 135401.0
782613 512.905086398 512.546311259 0.000970302736015 513.0 513.0 525825.0
782613 506.079359174 117.580036998 3.2911424203e-05 506.0 118.0 121338.0
782613 496.333021283 514.535781741 0.00102215264425 496.0 515.0 527856.0
782614 712.803199887 382.134287477 3.89251596978e-06 713.0 382.0 391881.0
782614 496.108309388 514.403938651 0.000969349087993 496.0 514.0 526832.0
782614 374.236239314 696.406112075 3.09842473502e-05 374.0 696.0 713078.0
782614 512.783797622 512.991516471 0.000985099366761 513.0 513.0 525825.0
782614 728.992821097 867.265087008 2.49439767116e-06 729.0 867.0 888537.0
782615 883.372804523 1008.73435485 2.62645653974e-05 883.0 1009.0 1034099.0
782615 80.3527632952 228.738560796 6.28501680348e-06 80.0 229.0 234576.0
782615 440.641674399 814.470640302 1.21278864764e-05 441.0 814.0 833977.0
782615 512.650942683 512.384883523 0.00103071878126 513.0 512.0 524801.0
782615 496.623779416 514.305430532 0.00103031409905 497.0 514.0 526833.0
782616 496.70885098 514.204262376 0.00106683171071 497.0 514.0 526833.0
782616 512.757398725 512.942926764 0.00101795422049 513.0 513.0 525825.0
782617 512.580595374 512.638625979 0.00100333590467 513.0 513.0 525825.0
782617 649.580222487 253.848583817 3.64093487271e-06 650.0 254.0 260746.0
782617 496.493909717 514.333542466 0.000996804827282 496.0 514.0 526832.0
782618 496.188622355 514.366963267 0.000946343035279 496.0 514.0 526832.0
782618 512.450260043 512.739577174 0.00094453116723 512.0 513.0 525824.0
782619 512.42812264 512.747575164 0.00107552374124 512.0 513.0 525824.0
782619 496.306832433 514.105455041 0.00106273856561 496.0 514.0 526832.0
782620 496.299135804 514.545303702 0.0010113505228 496.0 515.0 527856.0
782620 512.349069476 512.671273351 0.0010069027453 512.0 513.0 525824.0
782620 895.812680125 46.3975385427 2.06681881084e-05 896.0 46.0 48000.0
782621 512.783121705 512.573224902 0.00102329360772 513.0 513.0 525825.0
782621 496.151553988 514.10809505 0.000966318329565 496.0 514.0 526832.0
782622 496.32646215 514.211595178 0.00100887850359 496.0 514.0 526832.0
782622 512.870231032 512.627617717 0.000945550206929 513.0 513.0 525825.0
782623 512.446233153 512.494997382 0.00100673321721 512.0 512.0 524800.0
782623 496.380185723 514.349701524 0.00101906475296 496.0 514.0 526832.0
782624 512.815276742 512.465992332 0.000977222947992 513.0 512.0 524801.0
782624 496.615383029 514.361389279 0.00101015717893 497.0 514.0 526833.0
782625 496.27441299 514.493479848 0.000996499972832 496.0 514.0 526832.0
782625 49.8665493727 61.079895854 8.16242750185e-06 50.0 61.0 62514.0
782625 512.284194112 512.956382155 0.000965715033927 512.0 513.0 525824.0
782626 512.768431306 512.842972875 0.00101357460826 513.0 513.0 525825.0
782626 496.514834285 514.783479571 0.00101622252567 497.0 515.0 527857.0
782627 298.070846438 595.750165582 5.07935736349e-06 298.0 596.0 610602.0
782627 277.24060905 896.050227761 6.28275685704e-08 277.0 896.0 917781.0
782627 496.226879478 514.092343926 0.000997403850639 496.0 514.0 526832.0
782627 1019.37247431 278.544619441 8.49381332848e-05 1019.0 279.0 286715.0
782627 512.534302115 512.914425969 0.00104524805895 513.0 513.0 525825.0
782628 929.186624885 329.871347785 9.02075416062e-06 929.0 330.0 338849.0
782628 512.986426473 512.504401565 0.00105806809668 513.0 513.0 525825.0
782628 496.686579823 514.046802402 0.00102554352696 497.0 514.0 526833.0
782628 168.979107261 286.492341399 1.3716063704e-05 169.0 286.0 293033.0
782629 512.40966022 512.560463786 0.00101794416583 512.0 513.0 525824.0
782629 496.119706988 514.402573466 0.00102889995753 496.0 514.0 526832.0
782630 532.405539155 1004.49258268 1.62956404744e-05 532.0 1004.0 1028628.0
782630 512.664328218 512.527005315 0.000997163358097 513.0 513.0 525825.0
782630 496.194857955 514.489813447 0.00102065836862 496.0 514.0 526832.0
782631 512.641659379 512.191128373 0.00100593327579 513.0 512.0 524801.0
782631 496.379900813 514.061996102 0.00101966604442 496.0 514.0 526832.0
782631 289.696938157 683.218959212 1.42039386214e-05 290.0 683.0 699682.0
782631 674.306995034 721.918324828 3.63308750413e-06 674.0 722.0 740002.0
782632 897.703802466 1005.21431673 5.26354562364e-06 898.0 1005.0 1030018.0
782632 496.931019664 514.165006518 0.00101287271123 497.0 514.0 526833.0
782632 512.933044076 512.901552796 0.00106348366738 513.0 513.0 525825.0
782633 496.885017037 514.671871781 0.00095615887518 497.0 515.0 527857.0
782633 512.980600238 512.768720269 0.00100207882785 513.0 513.0 525825.0
782633 682.834486127 160.211400151 2.71218725141e-05 683.0 160.0 164523.0
782633 191.275099874 30.6767739058 5.21178799544e-06 191.0 31.0 31935.0
782634 496.057171464 514.308154702 0.000983149117117 496.0 514.0 526832.0
782634 512.49234283 512.912316203 0.00104512994684 512.0 513.0 525824.0
782635 512.369094014 512.533780932 0.00101235613027 512.0 513.0 525824.0
782635 496.179798484 514.51149857 0.000984719616679 496.0 515.0 527856.0
782636 496.26871407 514.467424035 0.00100336645574 496.0 514.0 526832.0
782636 512.793938994 512.728161693 0.000993215813975 513.0 513.0 525825.0
782637 496.674539447 514.332977414 0.0010711836536 497.0 514.0 526833.0
782637 512.845323443 512.357483268 0.00103014126633 513.0 512.0 524801.0
782638 512.439710736 512.050620437 0.000951293305823 512.0 512.0 524800.0
782638 496.063161731 514.005800605 0.00101871020987 496.0 514.0 526832.0
782639 512.314650416 512.997438788 0.00100532558504 512.0 513.0 525824.0
782639 970.3024894 972.364495873 3.51633794421e-08 970.0 972.0 996298.0
782639 496.308895469 514.268581748 0.00103389274266 496.0 514.0 526832.0
782640 496.37511909 514.058163047 0.00100199488329 496.0 514.0 526832.0
782640 512.404155374 512.58400476 0.00100978364997 512.0 513.0 525824.0
782641 969.777612805 662.37977469 5.32743022339e-06 970.0 662.0 678858.0
782641 496.538839459 514.111353517 0.000989952644253 497.0 514.0 526833.0
782641 512.92478621 512.483647466 0.00100854784608 513.0 512.0 524801.0
782642 963.990188479 585.789483666 8.63581126544e-06 964.0 586.0 601028.0
782642 512.573621392 512.986429811 0.00100962269494 513.0 513.0 525825.0
782642 496.282694697 514.035826325 0.00104900336562 496.0 514.0 526832.0
782643 496.024782777 514.041092038 0.00100775939639 496.0 514.0 526832.0
782643 512.73023665 512.834026694 0.00103629252533 513.0 513.0 525825.0
782644 512.958454013 512.835175633 0.00103162850428 513.0 513.0 525825.0
782644 496.923096061 514.184268832 0.00102283771607 497.0 514.0 526833.0
782644 838.219190717 110.785996318 7.37098729813e-05 838.0 111.0 114502.0
782645 496.516270518 514.397424579 0.000953377474525 497.0 514.0 526833.0
782645 512.546992421 512.579197288 0.00102439967005 513.0 513.0 525825.0
782646 512.93253386 512.836748242 0.000953479789294 513.0 513.0 525825.0
782646 496.907788873 514.10122478 0.00103599803986 497.0 514.0 526833.0
782647 512.341507316 512.267123103 0.000983618817707 512.0 512.0 524800.0
782647 496.097852588 514.074931502 0.000973130179436 496.0 514.0 526832.0
782647 182.167241454 977.938566089 1.29978309841e-05 182.0 978.0 1001654.0
782648 512.802516818 512.917130351 0.000985836394461 513.0 513.0 525825.0
782648 496.766778827 514.672421575 0.000969205856096 497.0 515.0 527857.0
782649 547.030209899 955.370218873 7.85699840675e-07 547.0 955.0 978467.0
782649 496.896260858 514.480647922 0.00101237872449 497.0 514.0 526833.0
782649 512.902587056 512.886263728 0.00105901337265 513.0 513.0 525825.0
782650 618.602206588 89.0399276018 1.42119081477e-05 619.0 89.0 91755.0
782650 496.138740659 514.068867564 0.000989027802281 496.0 514.0 526832.0
