k x y F u v cell
180600 512.915167689 512.969673038 0.00198027097406 513.0 513.0 525825.0
180601 680.656599164 875.682951808 1.35172653481e-05 681.0 876.0 897705.0
180601 512.309050918 512.020056605 0.0020065607899 512.0 512.0 524800.0
180602 477.040808797 102.950268865 1.21967100674e-05 477.0 103.0 105949.0
180602 512.321044803 512.717546821 0.00194946120725 512.0 513.0 525824.0
180602 100.56433475 400.834777951 4.84412040577e-06 101.0 401.0 410725.0
180603 512.32457602 512.477264285 0.00199409319671 512.0 512.0 524800.0
180604 317.594807506 613.075007319 6.3176296623e-05 318.0 613.0 628030.0
180604 512.39768374 512.940930247 0.00201957971211 512.0 513.0 525824.0
180605 507.980512023 486.975434661 2.61394393906e-05 508.0 487.0 499196.0
180605 512.512722611 512.897241235 0.00200922798736 513.0 513.0 525825.0
180605 991.352331996 202.770460725 1.61584562687e-05 991.0 203.0 208863.0
180606 460.520228505 911.373199821 2.41774681179e-05 461.0 911.0 933325.0
180606 512.144407392 512.99315536 0.001993958511 512.0 513.0 525824.0
180606 850.380280137 774.137419581 3.41387217933e-05 850.0 774.0 793426.0
180607 512.271639943 512.914465308 0.00205422345821 512.0 513.0 525824.0
180607 828.355085254 387.947144151 1.42897047323e-05 828.0 388.0 398140.0
180608 512.407788396 512.73330915 0.00200715304163 512.0 513.0 525824.0
180608 57.1708327532 337.430943608 1.38041434332e-06 57.0 337.0 345145.0
180609 903.442654014 723.728512883 5.08830852888e-05 903.0 724.0 742279.0
180609 512.970548272 512.638112664 0.0019927982954 513.0 513.0 525825.0
180610 512.938657641 512.787695289 0.00198154768721 513.0 513.0 525825.0
180611 512.058225989 512.99469316 0.00199398655781 512.0 513.0 525824.0
180612 512.675705314 512.731908441 0.00198650762964 513.0 513.0 525825.0
180612 456.467272162 439.411353469 5.59919554313e-06 456.0 439.0 449992.0
180613 80.858915925 832.690810323 4.64675841645e-07 81.0 833.0 853073.0
180613 512.853763938 512.315438151 0.00198064364862 513.0 512.0 524801.0
180614 512.075208306 512.941266656 0.00198117981782 512.0 513.0 525824.0
180614 391.181607366 772.048004746 9.24025902675e-06 391.0 772.0 790919.0
180614 81.9978071451 511.723551393 2.48626770908e-07 82.0 512.0 524370.0
180615 970.898037076 968.51872623 4.24050327993e-06 971.0 969.0 993227.0
180615 512.866541743 512.844997287 0.00201204733693 513.0 513.0 525825.0
180616 512.950548291 512.756393313 0.00203239447634 513.0 513.0 525825.0
180616 391.978780389 680.920785785 3.00019706176e-05 392.0 681.0 697736.0
180616 161.424406171 401.691270471 2.15656819208e-06 161.0 402.0 411809.0
180617 512.033937812 512.263863921 0.0020265803623 512.0 512.0 524800.0
180618 512.038927913 512.673206687 0.00204689928538 512.0 513.0 525824.0
180619 512.185731292 512.298618436 0.00197176636795 512.0 512.0 524800.0
180620 512.677999854 512.021409869 0.0019772795425 513.0 512.0 524801.0
180620 403.060094476 1020.28706729 1.28053029498e-06 403.0 1020.0 1044883.0
180621 512.221550107 512.391142011 0.00197092795525 512.0 512.0 524800.0
180622 512.653234601 512.631408095 0.00195202518681 513.0 513.0 525825.0
180623 471.701393008 993.271400571 0.000108821412044 472.0 993.0 1017304.0
180623 632.908414006 889.669419646 1.55318181482e-05 633.0 890.0 911993.0
180623 512.740255952 512.264003634 0.00201702783894 513.0 512.0 524801.0
