k x y F u v cell
1216040 512.917118907 512.40924108 0.00105888137302 513.0 512.0 524801.0
1216040 552.402323365 520.422478557 3.04997829976e-06 552.0 520.0 533032.0
1216040 506.803510308 520.456968904 0.00101614177126 507.0 520.0 532987.0
1216040 833.058849216 270.233708262 2.24645194771e-05 833.0 270.0 277313.0
1216041 506.096623302 520.898847938 0.00102157039782 506.0 521.0 534010.0
1216041 512.896660447 512.834668994 0.00105144748518 513.0 513.0 525825.0
1216042 512.12082994 512.515912652 0.00102503000873 512.0 513.0 525824.0
1216042 506.044317365 520.676823974 0.00104776493099 506.0 521.0 534010.0
1216043 512.646301627 512.152051806 0.00103857581608 513.0 512.0 524801.0
1216043 96.6523114443 866.223392129 2.40684447569e-05 97.0 866.0 886881.0
1216043 506.441548944 520.321308494 0.0010087724485 506.0 520.0 532986.0
1216044 512.69545567 512.263922095 0.00103815267346 513.0 512.0 524801.0
1216044 506.256589532 520.953662992 0.00102577164285 506.0 521.0 534010.0
1216045 506.135563254 520.645684361 0.00105838844958 506.0 521.0 534010.0
1216045 825.298714042 680.194634318 3.35027582418e-05 825.0 680.0 697145.0
1216045 512.718868375 512.327064872 0.00104557071478 513.0 512.0 524801.0
1216045 136.176278949 789.337629676 7.51199351143e-05 136.0 789.0 808072.0
1216046 512.993236661 512.445136428 0.00100366267497 513.0 512.0 524801.0
1216046 506.633674979 520.488996387 0.00104910832581 507.0 520.0 532987.0
1216047 512.854292989 512.069675326 0.00100168204181 513.0 512.0 524801.0
1216047 506.608335614 520.089258313 0.00100176186891 507.0 520.0 532987.0
1216047 585.034548163 400.247518897 1.22643964344e-05 585.0 400.0 410185.0
1216047 209.753699899 322.201830745 1.39644164749e-06 210.0 322.0 329938.0
1216048 200.336364865 981.716418386 1.19807837883e-05 200.0 982.0 1005768.0
1216048 506.496817231 520.755656123 0.00100820794272 506.0 521.0 534010.0
1216048 512.563584685 512.354150176 0.0010289911652 513.0 512.0 524801.0
1216049 506.449634194 520.932333589 0.00104719836477 506.0 521.0 534010.0
1216049 512.632491708 512.833651185 0.00102340024007 513.0 513.0 525825.0
1216050 512.990449786 512.697428346 0.0010331377419 513.0 513.0 525825.0
1216050 92.0724121332 670.92035234 4.35232326905e-06 92.0 671.0 687196.0
1216050 506.57226932 520.811296582 0.00106394538226 507.0 521.0 534011.0
1216051 506.194224 520.900394082 0.00106177819364 506.0 521.0 534010.0
1216051 320.18162334 717.764110446 1.88986713812e-05 320.0 718.0 735552.0
1216051 512.620404601 512.857228398 0.00106579903587 513.0 513.0 525825.0
1216051 287.192147851 473.663017869 9.35462250889e-06 287.0 474.0 485663.0
1216052 518.647507548 374.414165139 3.72360164416e-06 519.0 374.0 383495.0
1216052 795.545829892 479.79264462 2.18840810601e-06 796.0 480.0 492316.0
1216052 512.916253924 512.033718467 0.00106945371147 513.0 512.0 524801.0
1216052 506.661801696 520.111720681 0.00104105036617 507.0 520.0 532987.0
1216053 181.569673181 405.385557532 1.59105525029e-05 182.0 405.0 414902.0
1216053 506.530145049 520.406328082 0.0010622400908 507.0 520.0 532987.0
1216053 512.789683461 512.276757836 0.00107992321825 513.0 512.0 524801.0
1216054 506.113442779 520.580078006 0.00101080222449 506.0 521.0 534010.0
1216054 512.304745317 512.286735654 0.00101685944548 512.0 512.0 524800.0
1216054 715.734775424 726.456607699 3.42087958502e-05 716.0 726.0 744140.0
1216055 512.323554635 512.811296821 0.00101871192822 512.0 513.0 525824.0
1216055 404.604075313 282.347937226 2.47524213445e-06 405.0 282.0 289173.0
1216055 506.125109553 520.988725543 0.00104502026243 506.0 521.0 534010.0
1216056 512.682180285 512.194324374 0.00106898997622 513.0 512.0 524801.0
1216056 506.64142406 520.611403108 0.00106199336514 507.0 521.0 534011.0
1216057 506.000279307 520.424981236 0.00101377703147 506.0 520.0 532986.0
1216057 152.599512458 389.509728074 1.74608062233e-05 153.0 390.0 399513.0
1216057 512.523551345 512.047075391 0.00103552047072 513.0 512.0 524801.0
1216058 506.384591222 520.179376006 0.000944160502598 506.0 520.0 532986.0
1216058 512.708970428 512.064183593 0.00104276710816 513.0 512.0 524801.0
1216059 512.168249488 512.47504437 0.00104090279136 512.0 512.0 524800.0
1216059 506.120064139 520.764142871 0.00101236425355 506.0 521.0 534010.0
1216060 512.714745164 512.057092309 0.00103536103183 513.0 512.0 524801.0
1216060 189.440120578 68.8029850721 2.80912510331e-05 189.0 69.0 70845.0
1216060 506.171389699 520.665246129 0.00104186359249 506.0 521.0 534010.0
1216061 731.646805406 581.980872512 7.16338403583e-06 732.0 582.0 596700.0
1216061 506.259610057 520.646524072 0.00106106286804 506.0 521.0 534010.0
1216061 81.6094344854 307.848353505 7.9080499429e-06 82.0 308.0 315474.0
1216061 512.266983867 512.260950208 0.00100455545025 512.0 512.0 524800.0
1216061 48.977434516 163.450024247 6.1926160187e-06 49.0 163.0 166961.0
1216061 889.25674212 1009.51496661 5.25703131481e-06 889.0 1010.0 1035129.0
1216062 506.445270896 520.84989202 0.00107203594428 506.0 521.0 534010.0
1216062 512.46083796 512.26297009 0.00100620712941 512.0 512.0 524800.0
1216063 506.000204682 520.279287219 0.00102206414325 506.0 520.0 532986.0
1216063 512.865888238 512.235784411 0.00100922466183 513.0 512.0 524801.0
