k x y F u v cell
553840 841.195734859 161.533359647 2.53634160868e-05 841.0 162.0 166729.0
553840 282.850077748 428.33675921 7.46240225779e-06 283.0 428.0 438555.0
553840 512.343668818 512.242130637 0.0010045536835 512.0 512.0 524800.0
553840 205.235495687 157.571023107 6.36924765826e-05 205.0 158.0 161997.0
553840 528.60921061 516.748442292 0.000999837511135 529.0 517.0 529937.0
553841 512.373679757 512.241903901 0.000981380023507 512.0 512.0 524800.0
553841 396.853987098 457.071477771 1.5618545485e-05 397.0 457.0 468365.0
553841 528.452690244 516.643410087 0.00100669654232 528.0 517.0 529936.0
553842 528.804844022 516.703572392 0.00102060977424 529.0 517.0 529937.0
553842 512.161743999 512.225699067 0.000988610554517 512.0 512.0 524800.0
553842 343.838631988 1019.88977349 2.47006180519e-05 344.0 1020.0 1044824.0
553843 528.286757827 516.861620069 0.00099090991923 528.0 517.0 529936.0
553843 512.102616429 512.359134555 0.000976498616561 512.0 512.0 524800.0
553844 428.539620757 112.097132802 3.56801717218e-05 429.0 112.0 115117.0
553844 512.575668454 512.225901484 0.00101416105563 513.0 512.0 524801.0
553844 528.610573888 516.908281684 0.00102194464379 529.0 517.0 529937.0
553845 512.216101766 512.401988864 0.000951046637841 512.0 512.0 524800.0
553845 528.592325568 516.510271907 0.000991736038807 529.0 517.0 529937.0
553845 573.577690482 551.913852096 1.11695614711e-05 574.0 552.0 565822.0
553845 743.816431165 452.677016377 4.32342792276e-06 744.0 453.0 464616.0
553846 512.247024894 512.238323569 0.000977542942862 512.0 512.0 524800.0
553846 528.343304515 516.732610106 0.000976865663867 528.0 517.0 529936.0
553846 208.576405644 477.557943225 5.75581864068e-06 209.0 478.0 489681.0
553847 498.200899243 736.230070472 5.51457627434e-06 498.0 736.0 754162.0
553847 661.534561276 75.5236576796 1.42690899263e-05 662.0 76.0 78486.0
553847 528.337963939 516.565147996 0.000985013277443 528.0 517.0 529936.0
553847 512.044179082 512.186005473 0.000992084648121 512.0 512.0 524800.0
553848 528.901497006 516.693463683 0.000937349088888 529.0 517.0 529937.0
553848 512.048930764 512.222328067 0.000983235583332 512.0 512.0 524800.0
553848 771.238232255 858.908676982 2.73259689464e-06 771.0 859.0 880387.0
553849 528.844623208 516.876095653 0.00104043645848 529.0 517.0 529937.0
553849 512.737829328 512.345347524 0.00103523849884 513.0 512.0 524801.0
553849 173.551804185 459.131967902 5.72438034456e-06 174.0 459.0 470190.0
553849 797.52811873 225.716799378 3.69261806517e-05 798.0 226.0 232222.0
553849 814.961247802 92.0628391504 4.16758258468e-05 815.0 92.0 95023.0
553850 263.99504602 135.144320607 8.80570200813e-06 264.0 135.0 138504.0
553850 512.373634934 512.289993405 0.000998290288623 512.0 512.0 524800.0
553850 528.993168235 516.436008096 0.000999088169249 529.0 516.0 528913.0
553850 650.697123647 303.264123082 6.27444824408e-06 651.0 303.0 310923.0
553851 562.784937024 67.5658153296 2.25069835353e-06 563.0 68.0 70195.0
553851 512.323787332 512.450483203 0.00101199147961 512.0 512.0 524800.0
553851 528.781411052 516.80856216 0.00101994634147 529.0 517.0 529937.0
553852 512.252808928 512.165384889 0.0010243558378 512.0 512.0 524800.0
553852 528.68227303 516.569245219 0.00100268087069 529.0 517.0 529937.0
553853 427.902220845 839.10185945 1.16992382022e-05 428.0 839.0 859564.0
553853 512.168870568 512.481041551 0.00104047556061 512.0 512.0 524800.0
553853 372.709962726 322.24723351 2.28936904895e-06 373.0 322.0 330101.0
553853 528.93346417 516.937808633 0.00100739186732 529.0 517.0 529937.0
553853 780.033652902 970.697731853 5.24277195012e-05 780.0 971.0 995084.0
553854 512.330608487 512.030703425 0.00100911689655 512.0 512.0 524800.0
553854 528.478607774 516.515016198 0.000964788856732 528.0 517.0 529936.0
553855 511.632407069 517.712614179 1.70414674364e-05 512.0 518.0 530944.0
553855 528.956030965 516.861668229 0.000961742258373 529.0 517.0 529937.0
553855 512.680461287 512.618445992 0.000964082325271 513.0 513.0 525825.0
553856 528.809006572 516.580741286 0.00101773654601 529.0 517.0 529937.0
553856 512.594765067 512.504797339 0.000998818876031 513.0 513.0 525825.0
553856 726.595064282 624.541208148 3.32699977617e-05 727.0 625.0 640727.0
553857 521.913165212 246.557385325 3.53577539172e-05 522.0 247.0 253450.0
553857 528.691699862 516.84343183 0.000995502184497 529.0 517.0 529937.0
553857 512.63904202 512.019465804 0.000972763606751 513.0 512.0 524801.0
553858 528.710015178 516.359926581 0.00098846775506 529.0 516.0 528913.0
553858 959.846634746 361.060514808 1.54793550821e-05 960.0 361.0 370624.0
553858 512.224523902 512.121570945 0.00102229967307 512.0 512.0 524800.0
553859 528.736981988 516.811745286 0.000987274112512 529.0 517.0 529937.0
553859 512.323313355 512.391854882 0.000979739250472 512.0 512.0 524800.0
553860 512.190969348 512.421946883 0.0010158736672 512.0 512.0 524800.0
553860 338.666493773 326.412398219 5.09527800774e-06 339.0 326.0 334163.0
553860 827.401256442 626.429293275 1.93030383151e-05 827.0 626.0 641851.0
553860 528.598792434 516.449604392 0.000987672510316 529.0 516.0 528913.0
553861 593.42530477 655.745605111 3.61305678505e-06 593.0 656.0 672337.0
553861 528.85629952 516.448692679 0.00098745051814 529.0 516.0 528913.0
553861 512.840436816 512.267572761 0.000974904070555 513.0 512.0 524801.0
553862 373.87892282 485.038837314 1.83694314386e-05 374.0 485.0 497014.0
553862 528.776517987 516.607147336 0.000998701113009 529.0 517.0 529937.0
553862 512.110722661 512.207645059 0.00101299489149 512.0 512.0 524800.0
553863 528.635767341 516.278815627 0.0010165010506 529.0 516.0 528913.0
553863 512.569230437 512.004752517 0.000971901550969 513.0 512.0 524801.0
553863 70.1539174318 1006.08142245 1.56429183778e-05 70.0 1006.0 1030214.0
553864 712.021203876 868.731164098 5.8093511342e-06 712.0 869.0 890568.0
553864 512.082140088 512.202604413 0.00095152106151 512.0 512.0 524800.0
553864 528.271695495 516.747540116 0.00103951009648 528.0 517.0 529936.0
553865 831.528682828 258.786954999 1.16929086148e-05 832.0 259.0 266048.0
553865 512.251650929 512.252931714 0.000982138646217 512.0 512.0 524800.0
553865 171.308026671 911.636597037 6.09150696221e-05 171.0 912.0 934059.0
553865 528.557255149 516.266258121 0.000953454229874 529.0 516.0 528913.0
553866 528.673060298 516.867583156 0.00100784490718 529.0 517.0 529937.0
553866 59.295899272 143.047173619 1.53646294141e-05 59.0 143.0 146491.0
553866 512.411381364 512.18111217 0.00102124446613 512.0 512.0 524800.0
553867 512.14216435 512.743721843 0.00102225009413 512.0 513.0 525824.0
553867 528.47324717 516.833475232 0.000963940614234 528.0 517.0 529936.0
553868 512.068559527 512.755465865 0.0010026644139 512.0 513.0 525824.0
