k x y F u v cell
626080 645.354877353 346.010008216 1.19873409856e-06 645.0 346.0 354949.0
626080 520.112626433 496.29085505 0.000996870289144 520.0 496.0 508424.0
626080 512.656530261 512.658738494 0.000965906352113 513.0 513.0 525825.0
626081 520.878030181 496.413505197 0.000957942702599 521.0 496.0 508425.0
626081 512.878884673 512.86889565 0.00101987304321 513.0 513.0 525825.0
626082 520.74560535 496.259577155 0.0010175389289 521.0 496.0 508425.0
626082 512.819006085 512.975422978 0.000992883594996 513.0 513.0 525825.0
626082 399.746056437 27.0449966192 1.78701192349e-05 400.0 27.0 28048.0
626083 520.476483941 496.121276975 0.00101324309875 520.0 496.0 508424.0
626083 512.753085971 512.246942401 0.00102793575467 513.0 512.0 524801.0
626084 512.773769736 512.362578988 0.00104818046702 513.0 512.0 524801.0
626084 37.6086188555 183.029695868 2.24543883525e-05 38.0 183.0 187430.0
626084 520.309712052 496.343909144 0.00104252256824 520.0 496.0 508424.0
626085 520.202842593 496.528953671 0.00102301798886 520.0 497.0 509448.0
626085 512.525142074 512.588968396 0.000995946910354 513.0 513.0 525825.0
626086 512.247024894 512.696795821 0.00101319381677 512.0 513.0 525824.0
626086 280.955428004 740.693796754 6.07689761875e-05 281.0 741.0 759065.0
626086 520.160871387 496.320051074 0.00103926258075 520.0 496.0 508424.0
626086 887.201994538 289.604594827 3.29444898448e-06 887.0 290.0 297847.0
626087 520.551540732 496.265538573 0.000968630539034 521.0 496.0 508425.0
626087 512.798570991 512.361282468 0.000992890556355 513.0 512.0 524801.0
626087 18.9866214991 711.419861674 2.06344437175e-05 19.0 711.0 728083.0
626087 326.699966073 312.134676814 1.39404769489e-05 327.0 312.0 319815.0
626088 512.8690449 512.984112144 0.000994668925647 513.0 513.0 525825.0
626088 520.565103412 496.691536784 0.00100805333312 521.0 497.0 509449.0
626088 966.91893208 399.284065127 1.9694607556e-06 967.0 399.0 409543.0
626089 520.350752711 496.036451221 0.0010037157011 520.0 496.0 508424.0
626089 512.4832021 512.888540626 0.00103168244689 512.0 513.0 525824.0
