k x y F u v cell
710360 775.468726039 255.558602691 1.1852529431e-05 775.0 256.0 262919.0
710360 508.280442834 509.164014459 0.000509287013555 508.0 509.0 521724.0
710360 511.360701442 511.580324292 0.0013245129716 511.0 512.0 524799.0
710360 515.835449576 513.655635953 0.000443026824157 516.0 514.0 526852.0
710360 443.267008662 931.490359187 0.000104667074403 443.0 931.0 953787.0
710361 515.961814046 513.947142959 0.000489229532863 516.0 514.0 526852.0
710361 508.073655009 508.634513736 0.000496172649811 508.0 509.0 521724.0
710361 257.320109487 608.296895146 1.82635538183e-05 257.0 608.0 622849.0
710361 511.509870887 511.754082084 0.00132201399583 512.0 512.0 524800.0
710362 511.28808248 511.818855405 0.00130651124217 511.0 512.0 524799.0
710362 513.482247949 513.995341182 0.000477607316672 513.0 514.0 526849.0
710362 507.15933001 509.639096141 0.000351892321156 507.0 510.0 522747.0
710362 446.551667809 84.6046570539 6.59428272181e-06 447.0 85.0 87487.0
710362 97.3817709684 862.912109256 1.55712977422e-05 97.0 863.0 883809.0
710363 508.295668721 508.146494031 0.000458744740875 508.0 508.0 520700.0
710363 511.566274524 511.199875712 0.00118065646895 512.0 511.0 523776.0
710363 513.697172761 513.312944531 0.000590264006186 514.0 513.0 525826.0
710364 508.292324662 510.166525483 0.000560421413292 508.0 510.0 522748.0
710364 515.722675204 513.936084151 0.000396984918172 516.0 514.0 526852.0
710364 511.383681417 511.251652122 0.00120557009069 511.0 511.0 523775.0
710364 360.719030499 140.513563275 6.60570514191e-06 361.0 141.0 144745.0
710365 574.853824973 15.5450168848 6.14671992178e-06 575.0 16.0 16959.0
710365 594.174907565 690.910567641 1.52206087727e-05 594.0 691.0 708178.0
710365 511.618190408 511.609551787 0.00111177893399 512.0 512.0 524800.0
710365 514.70053494 513.932283282 0.000500360768898 515.0 514.0 526851.0
710365 508.54118216 509.569363475 0.000514993291675 509.0 510.0 522749.0
710366 48.0640550852 240.351719737 0.000117285244936 48.0 240.0 245808.0
710366 508.213687062 508.277917027 0.00036785960507 508.0 508.0 520700.0
710366 511.292372584 511.402968764 0.00145925231695 511.0 511.0 523775.0
710366 514.588673234 514.426559091 0.000359487273746 515.0 514.0 526851.0
710367 342.151285291 1018.79006159 6.39674667934e-05 342.0 1019.0 1043798.0
710367 169.809302926 348.433440089 1.66004033301e-05 170.0 348.0 356522.0
710367 510.508463264 511.352246642 0.00122245460555 511.0 511.0 523775.0
710367 509.013073802 508.278202653 0.000458892043139 509.0 508.0 520701.0
710367 514.532903075 513.392188668 0.000615478372721 515.0 513.0 525827.0
710368 511.553776145 511.524541736 0.00129202304399 512.0 512.0 524800.0
710368 509.499012828 508.288916945 0.000419115258707 509.0 508.0 520701.0
710368 513.708057284 513.832272649 0.000525523306675 514.0 514.0 526850.0
710369 514.86403048 513.816697955 0.000454133823966 515.0 514.0 526851.0
710369 511.23901999 511.078000426 0.00124630703033 511.0 511.0 523775.0
710369 508.160734057 509.009287715 0.000467798187114 508.0 509.0 521724.0
710370 511.44285953 511.678302646 0.00124184452653 511.0 512.0 524799.0
710370 514.763363004 513.84860456 0.000524520622123 515.0 514.0 526851.0
710370 508.195484996 509.256988168 0.000457441602294 508.0 509.0 521724.0
710371 671.824299693 131.767894626 1.27400224011e-05 672.0 132.0 135840.0
710371 821.099494338 144.491533875 3.91369852362e-05 821.0 144.0 148277.0
710371 511.790868402 511.830863833 0.00130001635341 512.0 512.0 524800.0
710371 508.043064475 509.705574155 0.000477346491849 508.0 510.0 522748.0
710371 514.886093974 514.842002273 0.000461533808458 515.0 515.0 527875.0
710372 511.832354426 511.709959626 0.00139509831491 512.0 512.0 524800.0
710372 509.655145764 509.209961295 0.000447350171311 510.0 509.0 521726.0
710372 514.874295592 514.824414372 0.000362211814414 515.0 515.0 527875.0
710372 662.061748385 896.996919513 1.05138216381e-05 662.0 897.0 919190.0
710373 511.538024068 511.211628795 0.00125301068059 512.0 511.0 523776.0
710373 508.212601304 508.0241009 0.00046350229917 508.0 508.0 520700.0
710373 514.784091115 513.613881469 0.000535877326514 515.0 514.0 526851.0
710373 364.758460641 737.390675187 3.53518834391e-06 365.0 737.0 755053.0
710373 384.33721745 913.272330642 1.83464646435e-05 384.0 913.0 935296.0
710374 513.784222722 513.263424993 0.000619609105404 514.0 513.0 525826.0
710374 511.77916801 511.203575492 0.00117564187135 512.0 511.0 523776.0
710374 653.364441514 798.799963593 2.66294944716e-05 653.0 799.0 818829.0
710374 508.5146209 508.179862618 0.000495374258013 509.0 508.0 520701.0
710375 512.545256972 511.704624772 0.00121149154662 513.0 512.0 524801.0
710375 513.830640197 514.754050374 0.000424327393238 514.0 515.0 527874.0
710375 508.377463222 509.478017688 0.000582891874316 508.0 509.0 521724.0
710376 514.636479974 514.837612987 0.000480582327202 515.0 515.0 527875.0
710376 508.021278024 509.038431525 0.00046012852006 508.0 509.0 521724.0
710376 511.360609174 511.64809382 0.00127271767309 511.0 512.0 524799.0
710377 508.279869199 508.509820104 0.000419105777428 508.0 509.0 521724.0
710377 875.632546544 973.343181014 6.59113669708e-05 876.0 973.0 997228.0
710377 514.781054616 513.970300555 0.000444305386811 515.0 514.0 526851.0
710377 511.536203265 511.833473563 0.00131132017139 512.0 512.0 524800.0
710378 159.840445876 475.874524474 1.24355335282e-05 160.0 476.0 487584.0
710378 511.368049264 511.400277257 0.00126274415183 511.0 511.0 523775.0
710378 514.513923287 514.415763974 0.000476240914779 515.0 514.0 526851.0
710378 508.055654645 509.117576241 0.000537212958379 508.0 509.0 521724.0
710379 511.20629251 511.862983346 0.0011736250767 511.0 512.0 524799.0
710379 514.239199042 513.866402268 0.000535774828516 514.0 514.0 526850.0
710379 508.140223861 509.30513823 0.000480134688543 508.0 509.0 521724.0
710380 512.371909499 511.32115519 0.00130933224271 512.0 511.0 523776.0
710380 508.107665658 508.192446351 0.000348955606057 508.0 508.0 520700.0
710380 509.285599589 513.53757751 0.000469841934611 509.0 514.0 526845.0
710381 512.191722989 507.687635064 0.000242508400638 512.0 508.0 520704.0
710381 514.636489034 513.903137565 0.000561141501249 515.0 514.0 526851.0
710381 510.083077788 511.790935397 0.00141604776725 510.0 512.0 524798.0
710382 515.380196691 514.705361485 0.000261417725435 515.0 515.0 527875.0
710382 524.8149544 590.378074527 5.91720998971e-05 525.0 590.0 604685.0
710382 511.256548047 511.688129067 0.00140405849822 511.0 512.0 524799.0
710382 162.690153956 494.800840974 1.93887928728e-05 163.0 495.0 507043.0
710382 509.163977981 509.655860543 0.000508155249299 509.0 510.0 522749.0
710383 511.722405553 511.815453887 0.00129762453438 512.0 512.0 524800.0
710383 515.99544394 513.981883883 0.000489207218545 516.0 514.0 526852.0
710383 508.320899367 509.099568248 0.000423503729278 508.0 509.0 521724.0
710384 512.546139359 511.775543094 0.00131150282981 513.0 512.0 524801.0
710384 513.573029637 515.929171443 0.000299145138169 514.0 516.0 528898.0
710384 508.08700645 509.40501678 0.00064201939473 508.0 509.0 521724.0
710385 513.66369307 513.883568883 0.000488264437076 514.0 514.0 526850.0
710385 511.582569003 511.836566329 0.00134160036419 512.0 512.0 524800.0
710385 508.072356582 508.193947673 0.000365637576029 508.0 508.0 520700.0
710386 508.820318103 509.44103682 0.000548455077833 509.0 509.0 521725.0
710386 392.859571815 579.24251616 4.06118906288e-05 393.0 579.0 593289.0
710386 513.990427375 513.838094354 0.000636108605009 514.0 514.0 526850.0
710386 511.890704274 511.602783561 0.00105388551078 512.0 512.0 524800.0
710386 529.595030427 592.11399138 1.86803541924e-05 530.0 592.0 606738.0
710387 508.381095767 509.236951709 0.000458640239986 508.0 509.0 521724.0
710387 514.639660001 513.761800647 0.000541543648409 515.0 514.0 526851.0
710387 511.468484998 511.654417634 0.00123293831233 511.0 512.0 524799.0
710388 512.69443047 511.423728108 0.00132130278424 513.0 511.0 523777.0
710388 509.489651799 514.689967752 0.000335144545263 509.0 515.0 527869.0
710388 951.927131534 1022.84744489 0.000130860437003 952.0 1023.0 1048504.0
710388 509.337453961 508.386507869 0.000510769376166 509.0 508.0 520701.0
710389 511.821941018 511.659359813 0.00117571934359 512.0 512.0 524800.0
710389 957.610256553 73.1163216829 2.59324004977e-06 958.0 73.0 75710.0
710389 508.513083816 508.430352569 0.000501253952801 509.0 508.0 520701.0
710389 513.973337054 513.665426373 0.000522612167304 514.0 514.0 526850.0
710390 507.169327378 509.038960814 0.000388383497642 507.0 509.0 521723.0
710390 511.574798465 511.185703635 0.00124725937079 512.0 511.0 523776.0
710390 352.662223935 427.155312181 2.38392981358e-06 353.0 427.0 437601.0
