k x y F u v cell
1035440 1013.86054742 236.532588124 1.08647917544e-05 1014.0 237.0 243702.0
1035440 513.951587796 512.695383906 0.00199791848958 514.0 513.0 525826.0
1035440 415.81295526 966.194846034 1.6871255464e-05 416.0 966.0 989600.0
1035441 513.944160581 512.272323251 0.00197800225822 514.0 512.0 524802.0
1035441 808.915250182 209.399358869 3.10230996032e-05 809.0 209.0 214825.0
1035441 841.448291183 18.2724536657 7.65450642451e-06 841.0 18.0 19273.0
1035442 1007.14717281 297.772864699 2.31020168019e-05 1007.0 298.0 306159.0
1035442 513.926030517 512.544892669 0.00197978193252 514.0 513.0 525826.0
1035443 513.796317458 512.097262025 0.00195082238209 514.0 512.0 524802.0
1035443 439.721333146 353.202249885 1.03891989879e-05 440.0 353.0 361912.0
1035444 513.957444549 512.947108626 0.00196990781239 514.0 513.0 525826.0
1035444 535.557937264 930.755975842 1.47693830973e-06 536.0 931.0 953880.0
1035444 738.425967813 340.822121024 6.27437472645e-06 738.0 341.0 349922.0
1035444 790.32462585 745.359808803 4.88958125945e-06 790.0 745.0 763670.0
1035445 513.389387965 512.007107139 0.00196647816629 513.0 512.0 524801.0
1035446 208.544620156 73.8913918734 2.5668611516e-05 209.0 74.0 75985.0
1035446 513.785254121 512.521165967 0.00192031032246 514.0 513.0 525826.0
1035447 513.185544133 512.715784669 0.00202231422739 513.0 513.0 525825.0
1035448 513.038550735 512.172915101 0.00194238827699 513.0 512.0 524801.0
1035448 269.87235415 531.363884568 9.60965896103e-06 270.0 531.0 544014.0
1035449 513.21016109 512.106787324 0.0019807845055 513.0 512.0 524801.0
1035450 513.069832206 512.991645217 0.0019675373184 513.0 513.0 525825.0
1035450 499.088759542 118.282955527 2.1173319625e-05 499.0 118.0 121331.0
1035451 513.573512197 512.240032792 0.00201412614084 514.0 512.0 524802.0
1035451 723.03334105 642.194088578 1.88674972943e-06 723.0 642.0 658131.0
1035452 513.408820987 512.293734193 0.00202225596522 513.0 512.0 524801.0
1035453 513.281244874 512.771840453 0.00204674138797 513.0 513.0 525825.0
1035454 513.079921603 512.788495421 0.00202725494644 513.0 513.0 525825.0
1035455 154.717151046 546.713774323 1.73956912801e-05 155.0 547.0 560283.0
1035455 513.418993354 512.581871152 0.00198545265145 513.0 513.0 525825.0
1035455 130.202617764 398.901494384 1.35335195178e-05 130.0 399.0 408706.0
1035456 513.16612637 512.891469121 0.00196431263945 513.0 513.0 525825.0
1035456 391.283537745 768.207409978 2.10567679352e-05 391.0 768.0 786823.0
1035457 513.245496869 512.740134597 0.00198905143673 513.0 513.0 525825.0
1035457 888.460842967 85.1235653162 3.55486953195e-05 888.0 85.0 87928.0
1035457 188.346151471 576.778409123 1.31879561626e-05 188.0 577.0 591036.0
1035458 687.208567262 590.192518353 5.0247810651e-06 687.0 590.0 604847.0
1035458 513.339339137 512.1163975 0.00201405296778 513.0 512.0 524801.0
1035459 326.350617528 572.212708831 2.06846715697e-05 326.0 572.0 586054.0
1035459 513.862359881 512.053119779 0.00195137666825 514.0 512.0 524802.0
1035459 334.453965068 320.283102632 1.46873776864e-05 334.0 320.0 328014.0
1035460 782.558520913 409.142602563 2.65899031526e-05 783.0 409.0 419599.0
1035460 513.261421561 512.475951076 0.00198183563933 513.0 512.0 524801.0
1035461 513.439599156 512.325865865 0.00191531086434 513.0 512.0 524801.0
1035462 922.466314673 8.18495643139 2.00247957132e-06 922.0 8.0 9114.0
1035462 888.875367999 599.84598124 7.93382756193e-06 889.0 600.0 615289.0
1035462 513.913734555 512.931123376 0.00203417024982 514.0 513.0 525826.0
1035462 1013.26457965 157.41661489 3.36525084336e-06 1013.0 157.0 161781.0
1035463 382.657110095 782.763761401 1.32428498094e-06 383.0 783.0 802175.0
1035463 513.005006194 512.767823577 0.00194504867018 513.0 513.0 525825.0
1035464 513.829429984 512.662054181 0.00198908648426 514.0 513.0 525826.0
1035465 513.764614224 512.451632857 0.00198137392397 514.0 512.0 524802.0
1035465 1009.70859349 82.4382814169 5.06054509845e-06 1010.0 82.0 84978.0
1035465 809.969625592 310.647469401 3.61548101062e-05 810.0 311.0 319274.0
1035466 151.77959168 736.177111268 7.70760369138e-06 152.0 736.0 753816.0
1035466 513.450479865 512.318640351 0.00199270572328 513.0 512.0 524801.0
1035467 21.8064574003 214.054025769 1.78414944862e-05 22.0 214.0 219158.0
1035467 513.552066684 512.127666831 0.00193310451329 514.0 512.0 524802.0
1035467 442.189882874 914.354410052 6.73737679109e-05 442.0 914.0 936378.0
1035468 513.660611033 512.027430415 0.00189864950518 514.0 512.0 524802.0
1035468 1014.06154358 629.973911643 3.19375085136e-05 1014.0 630.0 646134.0
1035469 124.835612416 222.433128953 1.19634433917e-05 125.0 222.0 227453.0
1035469 954.937539697 409.659785151 1.26429317495e-05 955.0 410.0 420795.0
1035469 513.306661487 512.46140039 0.00197652534233 513.0 512.0 524801.0
1035470 513.806987643 512.336122632 0.0019566964955 514.0 512.0 524802.0
1035470 955.035413623 130.633987546 5.3778436226e-06 955.0 131.0 135099.0
1035471 140.563536525 135.785396218 7.24162132238e-05 141.0 136.0 139405.0
1035471 221.545200944 704.383549333 3.8374594013e-05 222.0 704.0 721118.0
1035471 513.190585256 512.854080558 0.00198176914381 513.0 513.0 525825.0
1035472 824.340049386 164.018781781 2.11400150143e-06 824.0 164.0 168760.0
1035472 513.71674335 512.087356448 0.0019395518435 514.0 512.0 524802.0
1035473 513.717428565 512.017205358 0.00196090343646 514.0 512.0 524802.0
1035473 562.473395705 649.488827348 8.52054963978e-07 562.0 649.0 665138.0
1035474 513.06157887 512.942653775 0.00191597607029 513.0 513.0 525825.0
1035475 513.930217385 512.304437518 0.00197163520485 514.0 512.0 524802.0
1035476 513.976323724 512.686132312 0.00197501102619 514.0 513.0 525826.0
1035477 513.792132974 512.351481557 0.00198131246582 514.0 512.0 524802.0
1035477 92.2828811407 951.095445991 0.000180623765801 92.0 951.0 973916.0
1035478 513.135942578 512.710598111 0.00189573921491 513.0 513.0 525825.0
1035479 597.287228703 781.477764726 3.13770168352e-05 597.0 781.0 800341.0
1035479 513.66498673 512.335052133 0.00197887976548 514.0 512.0 524802.0
1035480 513.901178956 512.252236247 0.00194744842294 514.0 512.0 524802.0
1035481 625.801716685 1017.83988917 4.48965226488e-05 626.0 1018.0 1043058.0
1035481 513.608315587 512.629437566 0.00194262623357 514.0 513.0 525826.0
1035482 513.920306563 512.251726985 0.00204153605845 514.0 512.0 524802.0
1035482 679.500172019 560.974966645 2.09428574203e-05 680.0 561.0 575144.0
1035483 513.511037946 512.571519017 0.00194470460976 514.0 513.0 525826.0
1035484 184.13805449 250.601488948 1.80162012835e-05 184.0 251.0 257208.0
1035484 513.022935748 512.867196441 0.00199497649625 513.0 513.0 525825.0
1035484 970.543956399 518.015372157 7.20949407306e-05 971.0 518.0 531403.0
1035485 128.223300815 862.036265969 6.07219158327e-06 128.0 862.0 882816.0
1035485 513.62062037 512.36621964 0.00194459419629 514.0 512.0 524802.0
1035486 513.117817998 512.503536344 0.00192978069766 513.0 513.0 525825.0
1035487 513.693042636 512.782400966 0.00198091963142 514.0 513.0 525826.0
1035487 534.55029285 831.897733092 4.71881505097e-05 535.0 832.0 852503.0
1035487 816.993735671 54.8788563013 7.36929922915e-06 817.0 55.0 57137.0
1035488 513.176199079 512.349688888 0.0019595462113 513.0 512.0 524801.0
1035488 682.826005578 38.9952975512 4.20460662127e-05 683.0 39.0 40619.0
1035489 513.720265269 512.139282584 0.00194107906484 514.0 512.0 524802.0
1035489 950.796463132 954.678970695 4.41183658531e-06 951.0 955.0 978871.0
1035489 310.662025332 404.127773166 2.68594002255e-05 311.0 404.0 414007.0
1035490 513.958312154 512.021598458 0.00189136812622 514.0 512.0 524802.0
1035491 513.752082229 512.344696164 0.00201203212785 514.0 512.0 524802.0
1035491 707.910782695 222.160849452 1.65651120693e-05 708.0 222.0 228036.0
1035492 513.377233863 512.819636464 0.00199928756991 513.0 513.0 525825.0
1035493 513.013303399 512.944783568 0.00196033066736 513.0 513.0 525825.0
1035494 513.905185342 512.939487815 0.00190447092938 514.0 513.0 525826.0
1035494 280.602473617 86.5949741602 3.5629264729e-05 281.0 87.0 89369.0
1035495 351.083528161 821.579564929 0.000102913382002 351.0 822.0 842079.0
1035495 513.302407384 512.272462726 0.00200331007609 513.0 512.0 524801.0
1035496 513.008529067 512.406585097 0.00200067759244 513.0 512.0 524801.0
1035497 513.829950929 512.473879457 0.00196556502694 514.0 512.0 524802.0
1035498 513.866487384 512.089791894 0.00205146858182 514.0 512.0 524802.0
1035498 249.055379748 139.706046224 3.21980001586e-06 249.0 140.0 143609.0
1035498 78.9395481348 563.626750827 7.10814009987e-06 79.0 564.0 577615.0
1035499 943.943586469 869.196002841 2.08061808363e-05 944.0 869.0 890800.0
1035499 513.934398293 512.333873391 0.00192644788771 514.0 512.0 524802.0
1035500 572.573416591 473.847745299 4.8532240937e-06 573.0 474.0 485949.0
1035500 513.348018765 512.654975295 0.00195625658678 513.0 513.0 525825.0
1035500 934.314457774 409.130234122 1.44071413958e-05 934.0 409.0 419750.0
1035501 120.338839889 609.155280709 3.57002058606e-06 120.0 609.0 623736.0
1035501 604.963373542 29.6223465204 1.15926270031e-05 605.0 30.0 31325.0
1035501 539.950201869 58.402936101 2.96381674331e-05 540.0 58.0 59932.0
1035501 815.645229936 221.363708854 1.79479911134e-05 816.0 221.0 227120.0
1035501 513.207522511 512.48118341 0.00195136681889 513.0 512.0 524801.0
1035501 74.7293173075 559.572253585 1.24944492607e-05 75.0 560.0 573515.0
1035502 367.639833331 1022.25796878 6.12703183788e-05 368.0 1022.0 1046896.0
1035502 513.820140719 512.95934999 0.00201280216127 514.0 513.0 525826.0
1035503 93.8858779669 187.264364839 2.30066990886e-05 94.0 187.0 191582.0
1035503 513.83309257 512.335112691 0.00196592785512 514.0 512.0 524802.0
1035504 178.261143327 845.939621806 3.97788596468e-06 178.0 846.0 866482.0
1035504 513.243722796 512.965288758 0.00198603833932 513.0 513.0 525825.0
1035505 513.844503522 512.209385753 0.00194815469192 514.0 512.0 524802.0
1035506 513.055378795 512.654921174 0.00196644212018 513.0 513.0 525825.0
1035507 753.761777997 514.150558352 6.3743240255e-06 754.0 514.0 527090.0
1035507 590.685889363 833.444867253 3.17469097015e-06 591.0 833.0 853583.0
1035507 513.68775332 512.923558116 0.00197271250068 514.0 513.0 525826.0
1035508 223.676992297 761.893146157 2.71686597585e-06 224.0 762.0 780512.0
1035508 513.482393146 512.24524653 0.00190311800199 513.0 512.0 524801.0
1035508 882.834478498 576.008628249 1.2548530526e-05 883.0 576.0 590707.0
1035509 513.121425986 512.886491656 0.00201723704101 513.0 513.0 525825.0
1035510 513.787004352 512.862303853 0.00196955170768 514.0 513.0 525826.0
1035511 513.01643455 512.754020333 0.00198337347634 513.0 513.0 525825.0
1035512 713.429299951 456.965345025 5.90314173615e-05 713.0 457.0 468681.0
1035512 857.672949672 926.302330852 4.91455218537e-05 858.0 926.0 949082.0
1035512 513.831409574 512.845548987 0.00200266067127 514.0 513.0 525826.0
1035513 513.413774371 512.345019698 0.00196106944035 513.0 512.0 524801.0
1035514 704.528142333 340.788381457 4.19430515809e-05 705.0 341.0 349889.0
1035514 131.735263228 71.8736323118 1.80377542139e-05 132.0 72.0 73860.0
1035514 513.074238181 512.325804353 0.00195964149155 513.0 512.0 524801.0
1035515 877.872158408 179.799478173 3.04231663146e-05 878.0 180.0 185198.0
1035515 513.592552781 512.589375138 0.00197786336487 514.0 513.0 525826.0
1035516 716.917784095 305.83849299 3.66241191782e-06 717.0 306.0 314061.0
1035516 513.136415124 512.200207353 0.00199059554649 513.0 512.0 524801.0
1035516 995.567723632 430.833374143 2.13187998365e-05 996.0 431.0 442340.0
1035517 445.353036284 80.0260156393 1.10787268056e-05 445.0 80.0 82365.0
1035517 344.219923615 540.632013679 1.06479170353e-05 344.0 541.0 554328.0
1035517 513.895568252 512.008964419 0.0019529195205 514.0 512.0 524802.0
1035518 513.244273067 512.9273175 0.00196861981367 513.0 513.0 525825.0
1035518 845.976826549 140.028797507 2.05387098942e-05 846.0 140.0 144206.0
1035519 513.285351872 512.430309176 0.0019456925213 513.0 512.0 524801.0
1035519 143.000692487 847.327302098 2.36258731872e-05 143.0 847.0 867471.0
1035520 513.33970511 512.903520226 0.00200789604223 513.0 513.0 525825.0
1035521 513.745332122 512.528625131 0.00193707672379 514.0 513.0 525826.0
1035521 498.255324721 925.181479096 1.22700911125e-05 498.0 925.0 947698.0
1035522 513.397800326 512.120786786 0.00199336756731 513.0 512.0 524801.0
1035522 357.022820115 534.571695447 2.56574623216e-06 357.0 535.0 548197.0
1035523 513.032885194 512.967779517 0.00200393649713 513.0 513.0 525825.0
1035524 34.6976293325 233.62733686 2.16991149086e-05 35.0 234.0 239651.0
1035524 513.096732974 512.279048324 0.00196323688026 513.0 512.0 524801.0
1035525 513.975265861 512.10780108 0.00195741436402 514.0 512.0 524802.0
1035525 757.277043223 588.964517951 4.41016147178e-05 757.0 589.0 603893.0
1035526 360.490952611 238.828394055 7.70720498518e-06 360.0 239.0 245096.0
1035526 513.964252591 512.231631398 0.00200294255905 514.0 512.0 524802.0
1035527 113.434108138 274.022281766 3.36813638578e-05 113.0 274.0 280689.0
1035527 513.716533065 512.658846021 0.0019315086444 514.0 513.0 525826.0
1035528 513.161955237 512.840673327 0.00202452148153 513.0 513.0 525825.0
1035529 46.2645691633 820.963780522 5.7773640382e-06 46.0 821.0 840750.0
1035529 513.197647929 512.50204289 0.00195771418737 513.0 513.0 525825.0
1035530 513.464750648 512.593363166 0.00201859264768 513.0 513.0 525825.0
1035531 245.143596292 837.176240087 5.34318408388e-05 245.0 837.0 857333.0
1035531 513.453049302 512.411430955 0.00203129378552 513.0 512.0 524801.0
1035532 513.303777814 512.619617581 0.00195580146799 513.0 513.0 525825.0
1035532 729.477341294 60.8620103598 7.52616195259e-06 729.0 61.0 63193.0
1035533 141.414515138 447.074391484 2.18222727297e-05 141.0 447.0 457869.0
1035533 513.681423783 512.817467332 0.00195863641037 514.0 513.0 525826.0
1035534 513.192480922 512.112370372 0.00197959568356 513.0 512.0 524801.0
1035535 513.796157956 512.376760602 0.00201357452479 514.0 512.0 524802.0
1035535 455.60180676 121.011202931 1.3988595918e-05 456.0 121.0 124360.0
1035536 350.007335067 276.186714053 1.74319830991e-05 350.0 276.0 282974.0
1035536 513.150022864 512.993972182 0.00196221853335 513.0 513.0 525825.0
1035537 513.152306676 512.001745343 0.00195846323285 513.0 512.0 524801.0
1035538 482.108366609 865.958998084 2.94386996772e-06 482.0 866.0 887266.0
1035538 691.560402274 327.518655181 4.73784512086e-05 692.0 328.0 336564.0
1035538 513.287508368 512.412271857 0.00202446536906 513.0 512.0 524801.0
1035539 513.580809474 512.702477336 0.00198573934248 514.0 513.0 525826.0
1035539 276.253759027 961.458222985 3.47806181141e-05 276.0 961.0 984340.0
1035540 513.786986232 512.743889451 0.00198448466696 514.0 513.0 525826.0
1035540 729.520687461 1002.5508939 4.27029053712e-05 730.0 1003.0 1027802.0
1035541 163.448274732 260.659445882 5.75139472504e-05 163.0 261.0 267427.0
1035541 513.315510392 512.423875213 0.00200068914415 513.0 512.0 524801.0
1035542 513.373710275 512.161958098 0.00196977453107 513.0 512.0 524801.0
1035543 513.149785161 512.723094583 0.00200081696261 513.0 513.0 525825.0
1035543 302.577028871 775.135390401 9.78594337485e-07 303.0 775.0 793903.0
